Problem,Ha,pHa,La,Hb,pHb,Lb,Manipulation,Amb,LotShape,LotNum,Corr,av1,ap1,av2,ap2,bv1,bp1,bv2,bp2,bv3,bp3,bv4,bp4,bv5,bp5,bv6,bp6,bv7,bp7,bv8,bp8,bv9,bp9,bv10,bp10,B1,B2,B3,B4,B5,evA,evB,minA,minB,dMins,maxA,maxB,dMaxs,UEVa,UEVb,dEV0,dEV,dEVfb,dUniEV,EVsa,EVsb,dSignEV,dMins.1,sdA,sdB,countA,countB,usdA,usdB,ssdA,ssdB,dSD,SignMax,RatioMin,pBetter0,pBetterFB,pBetterU,pBetterS,pBetterSFB,Dom
50,4,1.0,4,4,1.0,4,abstract,0,Symm,9,0,4,1.0,0.0,0.0,0,0.00390625,1.0,0.03125,2.0,0.109375,3.0,0.21875,4.0,0.2734375,5.0,0.21875,6.0,0.109375,7.0,0.03125,8.0,0.00390625,0.0,0.0,0.437,0.6568,0.5975,0.5704,0.5728,4.0,4.0,0,0,0,4,8,4,2.0,3.6,0.0,0.0,0.0,1.6,1.0,0.99609375,-0.00390625,0,0.0,1.414213562,2,10,2.0,2.478709342,0.0,0.06237781,1.414213562,1,1.0,-3.122502256758253e-17,0.0,-0.999999999999998,0.0505050505050504,0.9999999999999996,0
51,42,0.8,-18,68,0.2,23,abstract,0,-,1,0,-18,0.2,42.0,0.8,23,0.8,68.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7926,0.7086,0.7358,0.716,0.7037,30.0,32.0,-18,0,18,42,68,26,12.0,9.1,2.0,2.0,2.0,-2.9,0.6,1.0,0.4,18,24.0,18.0,2,10,30.0,19.1374502,0.8,0.0,-6.0,1,0.0,-0.2727272727272727,-1.1052631578947365,0.2121212121212122,-0.3939393939393941,-6.999999999999989,0
52,46,0.2,0,46,0.25,-2,abstract,0,-,1,0,0,0.8,46.0,0.2,-2,0.75,46.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363,0.2617,0.2543,0.2222,0.2173,9.2,10.0,0,-2,-2,46,46,0,23.0,4.4,0.8,0.8,0.8,-18.6,0.2,-0.5,-0.7,-2,18.4,20.78460969,2,10,23.0,13.30984598,0.4,0.866025404,2.384609691,1,0.0,-0.2727272727272729,-0.2631578947368422,0.9595959595959578,0.8787878787878773,10.999999999999968,0
53,28,1.0,28,42,0.75,-22,abstract,0,-,1,0,28,1.0,0.0,0.0,-22,0.25,42.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3556,0.4272,0.4173,0.4148,0.4148,28.0,26.0,0,-22,-22,28,42,14,14.0,2.0,-2.0,-2.0,-2.0,-12.0,1.0,0.5,-0.5,-22,0.0,27.71281292,2,10,14.0,14.75127113,0.0,0.866025404,27.71281292,1,0.0,0.0505050505050504,0.9999999999999996,0.999999999999998,0.4343434343434345,8.999999999999979,0
54,18,1.0,18,64,0.5,-33,abstract,0,-,1,0,18,1.0,0.0,0.0,-33,0.5,64.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321,0.2963,0.3086,0.321,0.2864,18.0,15.5,0,-33,-33,18,64,46,9.0,3.1,-2.5,-2.5,-2.5,-5.9,1.0,0.0,-1.0,-33,0.0,48.5,2,10,9.0,22.38754118,0.0,1.0,48.5,1,0.0,0.0505050505050504,0.9999999999999996,0.3535353535353536,0.6969696969696964,12.999999999999956,0
55,43,0.2,19,22,0.25,17,abstract,0,Symm,9,-1,19,0.8,43.0,0.2,17,0.75,18.0,0.000976563,19.0,0.0078125,20.0,0.02734375,21.0,0.0546875,22.0,0.068359375,23.0,0.0546875,24.0,0.02734375,25.0,0.0078125,26.0,0.00097656,0.2049,0.158,0.0938,0.0741,0.0691,23.8,18.24999994,19,17,-2,43,26,-17,31.0,21.5,-5.550000056,-5.550000056,-5.550000056,-9.5,1.0,0.999999998,-2e-09,-2,9.6,2.277608362,2,10,12.0,2.872281323,0.0,2e-09,-7.322391638,1,0.894736842,0.5555555555555556,0.3535353535353537,0.7171717171717165,0.0101010101010101,0.0101010101010101,0
56,-8,1.0,-8,-5,0.99,-34,abstract,0,-,1,0,-8,1.0,0.0,0.0,-34,0.01,-5.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763,0.8815,0.9062,0.9012,0.8938,-8.0,-5.29,-8,-34,-26,0,0,0,-4.0,-3.9,2.71,2.71,2.71,0.1,-1.0,-1.0,0.0,-26,0.0,2.885463568,2,10,4.0,9.524809709,0.0,0.0,2.885463568,0,0.235294118,-0.6565656565656561,-12.999999999999956,-0.0101010101010101,0.0,-1.1102230246251563e-16,0
57,49,0.5,-3,33,0.95,17,abstract,0,Symm,9,-1,-3,0.5,49.0,0.5,17,0.05,29.0,0.003710938,30.0,0.0296875,31.0,0.10390625,32.0,0.2078125,33.0,0.259765625,34.0,0.2078125,35.0,0.10390625,36.0,0.0296875,37.0,0.00371094,0.7679,0.7086,0.6988,0.7309,0.7481,23.0,32.20000011,-3,17,20,49,37,-12,23.0,31.4,9.200000107,9.200000107,9.200000107,8.4,0.0,1.000000003,1.000000003,20,26.0,3.74966666,2,10,26.0,5.388877434,1.0,3e-09,-22.25033334,1,0.176470588,-0.3333333333333334,-0.2525252525252525,-0.3131313131313132,-0.6969696969696964,-0.6969696969696964,0
58,85,0.4,-7,40,0.25,24,abstract,0,-,1,0,-7,0.6,85.0,0.4,24,0.75,40.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6025,0.5111,0.521,0.5407,0.558,29.8,28.0,-7,0,7,85,40,-45,39.0,6.4,-1.8,-1.8,-1.8,-32.6,-0.2,1.0,1.2,7,45.07061127,6.92820323,2,10,46.0,11.99466548,0.979795897,0.0,-38.14240804,1,0.0,0.0303030303030303,0.6842105263157883,0.6767676767676762,-0.7777777777777768,-14.999999999999948,0
59,17,0.25,16,43,0.4,2,abstract,0,-,1,0,16,0.75,17.0,0.25,2,0.6,43.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5111,0.5235,0.521,0.4938,0.4864,16.25,18.4,16,0,-16,17,43,26,16.5,4.5,2.15,2.15,2.15,-12.0,1.0,1.0,0.0,-16,0.433012702,20.08581589,2,10,0.5,12.20040983,0.0,0.0,19.65280319,1,0.0,-0.0909090909090909,-1.3157894736842095,0.6969696969696964,0.0,-1.1102230246251563e-16,0
60,51,0.1,21,38,0.6,1,abstract,0,-,1,0,21,0.9,51.0,0.1,1,0.4,38.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3654,0.3778,0.3407,0.2938,0.3012,24.0,23.2,21,0,-21,51,38,-13,36.0,3.9,-0.8,-0.8,-0.8,-32.1,1.0,1.0,0.0,-21,9.0,18.1262241,2,10,15.0,10.82229181,0.0,0.0,9.126224097,1,0.0,0.0707070707070706,0.6842105263157892,0.999999999999998,0.0,-1.1102230246251563e-16,0
61,26,0.25,25,29,0.05,24,abstract,0,R-skew,7,0,25,0.75,26.0,0.25,23,0.025,24.0,0.95,25.0,0.0125,29.0,0.00625,37.0,0.003125,53.0,0.0015625,85.0,0.00078125,149.0,0.00078125,0.0,0.0,0.0,0.0,0.6675,0.6175,0.6175,0.6025,0.555,25.25,24.25,25,0,-25,26,149,123,25.5,42.5,-1.0,-1.0,-1.0,17.0,1.0,1.0,0.0,-25,0.433012702,4.13370294,2,10,0.5,38.07886553,0.0,1.11022e-16,3.700690239,1,0.0,0.2121212121212121,3.842105263157898,-0.3535353535353537,3.122502256758253e-17,0.1578947368421042,0
62,25,1.0,25,45,0.2,17,abstract,0,-,1,0,25,1.0,0.0,0.0,17,0.8,45.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225,0.3175,0.3475,0.3375,0.3375,25.0,22.6,0,0,0,25,45,20,12.5,6.2,-2.4,-2.4,-2.4,-6.3,1.0,1.0,0.0,0,0.0,11.2,2,10,12.5,12.73609045,0.0,0.0,11.2,1,1.0,0.1717171717171716,3.0000000000000013,0.999999999999998,0.0,-1.1102230246251563e-16,0
63,17,1.0,17,60,0.1,15,abstract,0,Symm,5,0,17,1.0,0.0,0.0,15,0.9,58.0,0.00625,59.0,0.025,60.0,0.0375,61.0,0.025,62.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6775,0.6975,0.67,0.66,0.69,17.0,19.5,0,0,0,17,62,45,8.5,31.5,2.5,2.5,2.5,23.0,1.0,1.0,0.0,0,0.0,13.5037032,2,10,8.5,20.84106523,0.0,0.0,13.5037032,1,1.0,-0.1515151515151515,-3.0000000000000013,-0.9393939393939376,0.0,-1.1102230246251563e-16,0
64,52,0.1,-8,5,0.9,-43,abstract,1,-,1,0,-8,0.9,52.0,0.1,-43,0.1,5.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3525,0.55,0.7,0.7225,0.675,-2.0,0.2,-8,-43,-35,52,5,-47,22.0,-3.8,-14.26666667,2.2,-6.033333333,-25.8,-0.8,0.8,1.6,-35,18.0,14.4,2,10,30.0,12.70464482,0.6,0.6,-3.6,1,0.186046512,-0.4545454545454547,-1.4210526315789465,0.8787878787878773,-0.999999999999998,-18.47368421052633,0
65,12,0.4,-16,-5,1.0,-5,abstract,0,-,1,0,-16,0.6,12.0,0.4,-5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.3975,0.435,0.4475,0.45,-4.8,-5.0,-16,-5,11,12,0,-12,-2.0,-0.5,-0.2,-0.2,-0.2,1.5,-0.2,-1.0,-0.8,11,13.71714256,0.0,2,10,14.0,1.423024947,0.979795897,0.0,-13.71714256,1,0.3125,0.0101010101010101,0.9999999999999984,-0.0909090909090908,0.5959595959595958,10.999999999999968,0
66,45,0.6,2,54,0.1,20,abstract,0,L-skew,5,0,2,0.4,45.0,0.6,20,0.9,28.0,0.00625,44.0,0.00625,52.0,0.0125,56.0,0.025,58.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.345,0.3975,0.4375,0.4275,27.8,23.4,2,0,-2,45,58,13,23.5,25.8,-4.4,-4.4,-4.4,2.3,1.0,1.0,0.0,-2,21.06561179,10.48045801,2,10,21.5,17.3350512,0.0,0.0,-10.58515378,1,0.0,0.3333333333333335,3.1052631578947385,-0.4141414141414143,0.0,-1.1102230246251563e-16,0
67,85,0.25,4,54,0.25,11,abstract,0,-,1,1,4,0.75,85.0,0.25,11,0.75,54.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,0.47,0.46,0.4775,0.43,24.25,21.75,4,0,-4,85,54,-31,44.5,6.5,-2.5,-2.5,-2.5,-38.0,1.0,1.0,0.0,-4,35.07402885,18.61954618,2,10,40.5,15.08807476,0.0,0.0,-16.45448267,1,0.0,0.1313131313131313,0.1313131313131313,0.8787878787878773,0.0,0.0,0
68,12,1.0,12,102,0.2,-14,abstract,0,-,1,0,12,1.0,0.0,0.0,-14,0.8,102.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3875,0.27,0.2925,0.32,0.305,12.0,9.2,0,-14,-14,12,102,90,6.0,8.8,-2.8,-2.8,-2.8,2.8,1.0,-0.6,-1.6,-14,0.0,46.4,2,10,6.0,30.3415227,0.0,0.8,46.4,1,0.0,0.0505050505050504,0.9999999999999996,-0.0909090909090909,0.9595959595959578,19.000000000000025,0
69,49,0.5,11,31,0.95,21,abstract,1,Symm,3,0,11,0.5,49.0,0.5,21,0.05,30.0,0.2375,31.0,0.475,32.0,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3875,0.285,0.37,0.4025,0.445,30.0,30.5,11,0,-11,49,32,-17,30.0,11.4,-16.2,0.5,-7.85,-18.6,1.0,1.0,0.0,-11,19.0,2.28582589,2,10,19.0,11.1653034,0.0,0.0,-16.71417411,1,0.0,-0.0303030303030302,-0.3684210526315799,0.999999999999998,0.0,-1.1102230246251563e-16,0
70,18,1.0,18,35,0.75,-19,abstract,0,-,1,0,18,1.0,0.0,0.0,-19,0.25,35.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.5475,0.5775,0.5975,0.5825,18.0,21.5,0,-19,-19,18,35,17,9.0,1.6,3.5,3.5,3.5,-7.4,1.0,0.5,-0.5,-19,0.0,23.3826859,2,10,9.0,12.40935131,0.0,0.866025404,23.3826859,1,0.0,-0.1111111111111111,-3.0000000000000013,0.979797979797978,0.4343434343434345,8.999999999999979,0
71,13,0.6,-20,76,0.2,-26,abstract,0,-,1,0,-20,0.4,13.0,0.6,-26,0.8,76.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3775,0.2525,0.2875,0.23,0.28,-0.2,-5.6,-20,-26,-6,13,76,63,-3.5,5.0,-5.4,-5.4,-5.4,8.5,0.2,-0.6,-0.8,-6,16.1666323,40.8,2,10,16.5,24.49897957,0.979795897,0.8,24.6333677,1,0.769230769,0.1717171717171716,2.052631578947367,-0.7171717171717165,0.999999999999998,9.842105263157867,0
72,-9,1.0,-9,13,0.25,-8,abstract,0,-,1,0,-9,1.0,0.0,0.0,-8,0.75,13.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8225,0.9575,0.995,1.0,1.0,-9.0,-2.75,-9,-8,1,0,13,13,-4.5,0.5,6.25,6.25,6.25,5.0,-1.0,-0.5,0.5,1,0.0,9.09326674,2,10,4.5,4.780167361,0.0,0.866025404,9.09326674,1,0.888888889,-0.5151515151515154,-10.999999999999968,-0.999999999999998,-0.4343434343434346,-8.999999999999979,0
73,2,1.0,2,51,0.05,0,abstract,0,Symm,7,0,2,1.0,0.0,0.0,0,0.95,48.0,0.00078125,49.0,0.0046875,50.0,0.01171875,51.0,0.015625,52.0,0.01171875,53.0,0.0046875,54.0,0.00078125,0.0,0.0,0.0,0.0,0.37,0.3825,0.39,0.39,0.4125,2.0,2.55,0,0,0,2,54,52,1.0,35.7,0.55,0.55,0.55,34.7,1.0,0.05,-0.95,0,0.0,11.11856555,2,10,1.0,17.14969387,0.0,0.217944947,11.11856555,1,1.0,-0.0303030303030303,-0.9999999999999996,-0.979797979797978,0.999999999999998,19.000000000000025,0
74,44,0.05,16,14,0.9,10,abstract,1,Symm,3,0,16,0.95,44.0,0.05,10,0.1,13.0,0.225,14.0,0.45,15.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1325,0.05,0.015,0.0025,0.0025,17.4,13.6,16,0,-16,44,15,-29,30.0,5.2,-9.866666667,-3.8,-6.833333333,-24.8,1.0,1.0,0.0,-16,6.102458521,1.374772708,2,10,14.0,5.073066134,0.0,0.0,-4.727685812,1,0.0,0.5757575757575757,9.210526315789451,0.999999999999998,0.0,-1.1102230246251563e-16,0
75,13,1.0,13,50,0.6,-45,abstract,0,-,1,0,13,1.0,0.0,0.0,-45,0.4,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3525,0.4375,0.415,0.4375,0.495,13.0,12.0,0,-45,-45,13,50,37,6.5,0.5,-1.0,-1.0,-1.0,-6.0,1.0,0.2,-0.8,-45,0.0,46.54030511,2,10,6.5,21.26146749,0.0,0.979795897,46.54030511,1,0.0,0.01010101010101,0.9999999999999996,0.3131313131313132,0.5959595959595958,10.999999999999968,0
76,35,0.01,16,20,0.5,13,abstract,1,Symm,5,0,16,0.99,35.0,0.01,13,0.5,18.0,0.03125,19.0,0.125,20.0,0.1875,21.0,0.125,22.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6775,0.7075,0.705,0.6825,0.6425,16.19,16.5,16,0,-16,35,22,-13,25.5,11.3,-7.026666667,0.31,-3.358333333,-14.2,1.0,1.0,0.0,-16,1.890476131,3.570714214,2,10,9.5,6.255717385,0.0,0.0,1.680238084,1,0.0,-0.1515151515151515,-1.3157894736842095,0.999999999999998,0.0,-1.1102230246251563e-16,0
77,1,1.0,1,38,0.4,-9,abstract,0,-,1,0,1,1.0,0.0,0.0,-9,0.6,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645,0.6625,0.6525,0.6025,0.625,1.0,9.8,0,-9,-9,1,38,37,0.5,2.9,8.8,8.8,8.8,2.4,1.0,-0.2,-1.2,-9,0.0,23.02520358,2,10,0.5,11.72015358,0.0,0.979795897,23.02520358,1,0.0,-0.2929292929292931,-4.999999999999999,-0.1717171717171717,0.7777777777777768,14.999999999999948,0
78,19,1.0,19,44,0.05,9,abstract,0,-,1,0,19,1.0,0.0,0.0,9,0.95,44.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.1175,0.1075,0.1425,0.12,19.0,10.75,0,0,0,19,44,25,9.5,5.3,-8.25,-8.25,-8.25,-4.2,1.0,1.0,0.0,0,0.0,7.628073151,2,10,9.5,12.29381959,0.0,0.0,7.628073151,1,1.0,0.7373737373737366,14.999999999999948,0.8787878787878773,0.0,-1.1102230246251563e-16,0
79,32,0.01,19,65,0.01,9,abstract,0,-,1,0,19,0.99,32.0,0.01,9,0.99,65.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0725,0.035,0.015,0.015,19.13,9.56,19,0,-19,32,65,33,25.5,7.4,-9.57,-9.57,-9.57,-18.1,1.0,1.0,0.0,-19,1.293483668,5.571929648,2,10,6.5,18.22174525,0.0,0.0,4.27844598,1,0.0,0.979797979797978,18.26315789473685,0.8787878787878773,0.0,-1.1102230246251563e-16,0
80,3,1.0,3,50,0.4,-36,abstract,0,-,1,0,3,1.0,0.0,0.0,-36,0.6,50.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4675,0.3725,0.4125,0.405,0.425,3.0,-1.6,0,-36,-36,3,50,47,1.5,1.4,-4.6,-4.6,-4.6,-0.1,1.0,-0.2,-1.2,-36,0.0,42.13122358,2,10,1.5,19.3925759,0.0,0.979795897,42.13122358,1,0.0,0.0909090909090908,0.9999999999999996,0.01010101010101,0.7777777777777768,14.999999999999948,0
81,10,0.25,2,-1,0.9,-32,abstract,1,-,1,0,2,0.75,10.0,0.25,-32,0.1,-1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375,0.035,0.0125,0.0125,0.0125,4.0,-4.1,2,-32,-34,10,0,-10,6.0,-3.3,-14.43333333,-8.1,-11.26666667,-9.3,1.0,-1.0,-2.0,-34,3.464101615,9.3,2,10,4.0,9.104833881,0.0,0.0,5.835898385,1,0.0625,0.8383838383838371,11.947368421052596,0.9393939393939376,0.999999999999998,19.000000000000025,0
82,25,1.0,25,26,0.01,25,abstract,1,Symm,7,0,25,1.0,0.0,0.0,23,0.00015625,24.0,0.0009375,25.0,0.99234375,26.0,0.003125,27.0,0.00234375,28.0,0.0009375,29.0,0.00015625,0.0,0.0,0.0,0.0,0.0,0.0,0.5475,0.72,0.7725,0.805,0.82,25.0,25.01,0,0,0,25,29,4,12.5,18.2,-10.6,0.01,-5.295,5.7,1.0,1.0,0.0,0,0.0,0.157797338,2,10,12.5,6.737061674,0.0,0.0,0.157797338,1,1.0,-0.0505050505050505,-0.9999999999999996,-0.6767676767676762,0.0,-1.1102230246251563e-16,0
83,9,1.0,9,64,0.01,9,abstract,0,-,1,0,9,1.0,0.0,0.0,9,0.99,64.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.865,0.96,0.9825,0.9825,0.985,9.0,9.55,0,0,0,9,64,55,4.5,7.3,0.55,0.55,0.55,2.8,1.0,1.0,0.0,0,0.0,5.472430904,2,10,4.5,17.93817159,0.0,0.0,5.472430904,1,1.0,-0.0909090909090909,-0.9999999999999996,-0.1717171717171717,0.0,-1.1102230246251563e-16,0
84,27,1.0,27,22,0.99,-7,abstract,0,-,1,0,27,1.0,0.0,0.0,-7,0.01,22.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0775,0.015,0.0,0.0025,0.0025,27.0,21.71,0,-7,-7,27,22,-5,13.5,1.5,-5.29,-5.29,-5.29,-12.0,1.0,0.98,-0.02,-7,0.0,2.885463568,2,10,13.5,7.017834424,0.0,0.198997487,2.885463568,1,0.0,0.9393939393939376,19.000000000000025,0.9393939393939376,0.0909090909090908,0.9999999999999996,0
85,20,1.0,20,70,0.25,6,abstract,0,-,1,0,20,1.0,0.0,0.0,6,0.75,70.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4275,0.4525,0.4875,0.46,0.4375,20.0,22.0,0,0,0,20,70,50,10.0,7.6,2.0,2.0,2.0,-2.4,1.0,1.0,0.0,0,0.0,27.71281292,2,10,10.0,19.73909826,0.0,0.0,27.71281292,1,1.0,-0.0505050505050505,-0.9999999999999996,0.1919191919191918,0.0,-1.1102230246251563e-16,0
86,71,0.5,-11,61,0.75,-49,abstract,1,-,1,0,-11,0.5,71.0,0.5,-49,0.25,61.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.23,0.3025,0.315,0.2525,30.0,33.5,-11,-49,-38,71,61,-10,30.0,1.2,-35.93333333,3.5,-16.21666667,-28.8,0.0,0.5,0.5,-38,41.0,47.63139721,2,10,41.0,24.69024099,1.0,0.866025404,6.631397208,1,0.224489796,-0.4141414141414144,-0.9999999999999996,0.9393939393939376,-0.999999999999998,-6.157894736842099,0
87,-2,1.0,-2,4,0.99,-34,abstract,0,Symm,7,0,-2,1.0,0.0,0.0,-34,0.01,1.0,0.01546875,2.0,0.0928125,3.0,0.23203125,4.0,0.309375,5.0,0.23203125,6.0,0.0928125,7.0,0.01546875,0.0,0.0,0.0,0.0,0.805,0.955,0.98,0.96,0.975,-2.0,3.62,-2,-34,-32,0,7,7,-1.0,-0.6,5.62,5.62,5.62,0.4,-1.0,0.98,1.98,-32,0.0,3.972480333,2,10,1.0,11.36521007,0.0,0.198997487,3.972480333,1,0.058823529,-0.8585858585858572,-16.999999999999968,-0.0303030303030303,-0.999999999999998,-19.000000000000025,0
88,17,0.05,-7,13,0.25,-15,abstract,1,-,1,0,-7,0.95,17.0,0.05,-15,0.75,13.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.5725,0.5125,0.4425,0.37,-5.8,-8.0,-7,-15,-8,17,13,-4,5.0,-0.2,-1.2,-2.2,-1.7,-5.2,-0.9,-0.5,0.4,-8,5.230678732,12.12435565,2,10,12.0,6.271204031,0.435889894,0.866025404,6.893676921,1,0.466666667,0.2525252525252525,2.789473684210527,0.636363636363636,-0.6565656565656561,-6.68421052631578,0
89,17,1.0,17,44,0.1,17,abstract,0,-,1,0,17,1.0,0.0,0.0,17,0.9,44.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.955,0.9925,1.0,1.0,17.0,19.7,0,0,0,17,44,27,8.5,6.1,2.7,2.7,2.7,-2.4,1.0,1.0,0.0,0,0.0,8.1,2,10,8.5,12.470846,0.0,0.0,8.1,1,1.0,-0.2727272727272729,-4.999999999999999,0.4545454545454547,0.0,-1.1102230246251563e-16,0
90,10,1.0,10,31,0.75,-49,abstract,0,-,1,0,10,1.0,0.0,0.0,-49,0.25,31.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.5525,0.5275,0.5575,0.545,10.0,11.0,0,-49,-49,10,31,21,5.0,-1.8,1.0,1.0,1.0,-6.8,1.0,0.5,-0.5,-49,0.0,34.64101615,2,10,5.0,18.17602817,0.0,0.866025404,34.64101615,1,0.0,-0.0303030303030303,-0.9999999999999996,0.3939393939393941,0.4343434343434345,8.999999999999979,0
